risk_dial,risk_category,risk_factor,modifiable,risk_direction,question,answer,min_value,max_value,sex,prev_value,prev_doi,prev_year,prev_note,prev_study_design,prev_participants,prev_country,prev_review_date,rr_value,rr_doi,rr_year,rr_notes,rr_study_design,rr_participants,rr_country,rr_review_date
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,10,15,Male,0.066,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,15,20,Male,0.065,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.010,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,20,25,Male,0.066,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.030,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,25,30,Male,0.072,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.040,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,30,35,Male,0.071,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.100,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,35,40,Male,0.067,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.210,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,40,45,Male,0.063,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.470,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,45,50,Male,0.060,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,1.000,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,50,55,Male,0.062,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,1.930,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,55,60,Male,0.062,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,3.440,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,60,65,Male,0.063,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,5.530,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,65,70,Male,0.054,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,8.150,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,70,75,Male,0.042,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,10.710,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,75,80,Male,0.030,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,13.320,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,80,85,Male,0.018,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,15.310,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,85,120,Male,0.014,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,14.790,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=2&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,Asian,NA,NA,Female,0.061,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,0.728,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,Black,NA,NA,Female,0.129,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,1.184,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,Hispanic,NA,NA,Female,0.194,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,0.875,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,Native,NA,NA,Female,0.008,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,0.993,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,White,NA,NA,Female,0.608,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,1.000,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,Asian,NA,NA,Male,0.061,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,0.728,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,Black,NA,NA,Male,0.129,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,1.184,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,Hispanic,NA,NA,Male,0.194,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,0.875,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,Native,NA,NA,Male,0.008,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,0.993,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Pancreatic Cancer,Cancer,Race (non-white),No,U-shaped,Race,White,NA,NA,Male,0.608,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,15-Jan-2024,1.000,https://seer.cancer.gov/statistics-network/explorer/application.html?site=40&data_type=1&graph_type=10&compareBy=race&chk_race_6=6&chk_race_5=5&chk_race_4=4&chk_race_9=9&chk_race_8=8&series=9&sex=1&age_range=1&stage=101&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Prostate Cancer,Cancer,5-alpha reductase inhibitors,Yes,Protective,"Have you been prescribed a 5-alpha reductase inhibitor, such as finasteride or dutasteride?",No,NA,NA,Male,0.988,https://doi.org/10.1093/jnci/djy036,2018,Table 1,Prospective cohort study,"333,820",Sweden,19-Jun-2024,1.000,http://dx.doi.org/10.21037/tau-20-843,2020,Figure 2A,Meta-analysis,Unclear. 23 studies included,Multiple countries,19-Jun-2024
Prostate Cancer,Cancer,5-alpha reductase inhibitors,Yes,Protective,"Have you been prescribed a 5-alpha reductase inhibitor, such as finasteride or dutasteride?",Yes,NA,NA,Male,0.070,https://doi.org/10.1093/jnci/djy036,2018,Table 1,Prospective cohort study,"333,820",Sweden,19-Jun-2024,0.770,http://dx.doi.org/10.21037/tau-20-843,2020,Figure 2A,Meta-analysis,Unclear. 23 studies included,Multiple countries,19-Jun-2024
Prostate Cancer,Cancer,Ejaculation frequency,Yes,Protective,"How often do you ejaculate, on average, per month?",NA,0,4,Male,0.054,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 1,Prospective cohort study,"31,925",United States,14-Feb-2024,0.910,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 2 - 40-49 year olds,Prospective cohort study,"31,925",United States,14-Feb-2024
Prostate Cancer,Cancer,Ejaculation frequency,Yes,Protective,"How often do you ejaculate, on average, per month?",NA,4,8,Male,0.245,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 1,Prospective cohort study,"31,925",United States,14-Feb-2024,1.000,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 2 - 40-49 year olds,Prospective cohort study,"31,925",United States,14-Feb-2024
Prostate Cancer,Cancer,Ejaculation frequency,Yes,Protective,"How often do you ejaculate, on average, per month?",NA,8,13,Male,0.380,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 1,Prospective cohort study,"31,925",United States,14-Feb-2024,0.930,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 2 - 40-49 year olds,Prospective cohort study,"31,925",United States,14-Feb-2024
Prostate Cancer,Cancer,Ejaculation frequency,Yes,Protective,"How often do you ejaculate, on average, per month?",NA,13,21,Male,0.233,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 1,Prospective cohort study,"31,925",United States,14-Feb-2024,0.810,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 2 - 40-49 year olds,Prospective cohort study,"31,925",United States,14-Feb-2024
Prostate Cancer,Cancer,Ejaculation frequency,Yes,Protective,"How often do you ejaculate, on average, per month?",NA,21,200,Male,0.088,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 1,Prospective cohort study,"31,925",United States,14-Feb-2024,0.820,https://doi.org/10.1016/j.eururo.2016.03.027,2016,Table 2 - 40-49 year olds,Prospective cohort study,"31,925",United States,14-Feb-2024
Prostate Cancer,Cancer,Family history,No,Risk,"Do you have a first degree family member (i.e., father, brother) who was diagnosed with protstate cancer?",Brother,NA,NA,Male,0.033,https://doi.org/10.1158%2F1078-0432.CCR-18-0370,2018,Table 2,Prospective cohort study,"37,002",United States,13-Feb-2024,2.840,https://doi.org/10.1002/ijc.11466,2003,Figure 2,Meta-analysis,Unclear. 24 studies included,Multiple countries,13-Feb-2024
Prostate Cancer,Cancer,Family history,No,Risk,"Do you have a first degree family member (i.e., father, brother) who was diagnosed with protstate cancer?",Father,NA,NA,Male,0.122,https://doi.org/10.1158%2F1078-0432.CCR-18-0370,2018,Table 2,Prospective cohort study,"37,002",United States,13-Feb-2024,2.120,https://doi.org/10.1002/ijc.11466,2003,Figure 2,Meta-analysis,Unclear. 24 studies included,Multiple countries,13-Feb-2024
Prostate Cancer,Cancer,Family history,No,Risk,"Do you have a first degree family member (i.e., father, brother) who was diagnosed with protstate cancer?",None,NA,NA,Male,0.845,https://doi.org/10.1158%2F1078-0432.CCR-18-0370,2018,Table 2,Prospective cohort study,"37,002",United States,13-Feb-2024,1.000,https://doi.org/10.1002/ijc.11466,2003,Figure 2,Meta-analysis,Unclear. 24 studies included,Multiple countries,13-Feb-2024
Prostate Cancer,Cancer,Gonorrhea,No,Risk,Have you ever been diagnosed with Gonorrhea?,No,NA,NA,Male,0.999,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/chlamydia-gonorrhea-infectious-syphilis-canada-2020-infographic.html,2023,Appendix A,Statistics Canada Report,Unclear. Statistics Canada data,Canada,26-Feb-2024,1.000,https://doi.org/10.1097/00001648-200201000-00012,2002,Table 4 - Gonorrhea,Meta-analysis,Unclear. 44 studies,Multiple countries',26-Feb-2024
Prostate Cancer,Cancer,Gonorrhea,No,Risk,Have you ever been diagnosed with Gonorrhea?,Yes,NA,NA,Male,0.001,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/chlamydia-gonorrhea-infectious-syphilis-canada-2020-infographic.html,2023,Appendix A,Statistics Canada Report,Unclear. Statistics Canada data,Canada,26-Feb-2024,1.340,https://doi.org/10.1097/00001648-200201000-00012,2002,Table 4 - Gonorrhea,Meta-analysis,Unclear. 44 studies,Multiple countries',26-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,0,1,Male,0.012,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,1,5,Male,0.049,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,5,10,Male,0.065,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,10,15,Male,0.066,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,15,20,Male,0.065,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,20,25,Male,0.066,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,25,30,Male,0.072,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,30,35,Male,0.071,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,35,40,Male,0.067,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.020,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,40,45,Male,0.063,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,0.200,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,45,50,Male,0.060,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,1.000,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
Prostate Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,50,55,Male,0.062,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,13-Feb-2024,3.790,https://seer.cancer.gov/statistics-network/explorer/application.html?site=66&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&hdn_sex=2&advopt_precision=1&hdn_view=1#resultsRegion1,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,13-Feb-2024
